Sample,Rawname,Condition,FW_mg,Rep,Species,Treatment,2-hydroxypyridine ,Pyruvic acid ,L-alanine,acetohydroxamic acid ,oxalic acid ,3-hydroxypyridine ,heptanoic acid ,L-mimosine,L-valine,benzoic acid ,ethanolamine ,L-leucine,glycerol ,phosphoric acid ,nicotinic acid ,L-Isoleucine,L-proline,maleic acid ,glycine ,succinic acid ,glyceric acid ,glyoxylic acid ,itaconic acid ,fumaric acid ,pelargonic acid (nonanoic acid) ,L-serine,beta-cyano-L-alanine ,L-threonine,benzoquinone ,Beta- alanine,capric acid ,L-homoserine,D-malic acid ,"5,6-dihydrouracil",aspartic acid,gamma-aminobutyric acid (GABA),threonic acid ,alpha ketoglutaric acid ,L-glutamine,Antiarol ,"benzene-1,2,4-triol ",L-glutamic acid,4-hydroxybenzoic acid ,lauric acid ,"1,3-diaminopropane",xylose,L-asparagine,ribose ,"1,6-anhydro-glucose ",trans-aconitic acid ,4-hydroxy-3-methoxybenzoic acid ,glycerol 1-phosphate ,shikimic acid ,"3,4-dihydroxybenzoic acid ",citric acid ,myristic acid ,dehydroascorbic acid,adenine,quinic acid ,fructose,D-glucose,L-lysine,allantoin,4-hydroxycinnamic acid ,D-mannose,tyrosine,D-mannitol ,sedoheptulose anhydride monohydrate ,pantothenic acid,palmitic acid ,D-saccharic acid ,"3,4 dihydroxyphenylalanine (DOPA)",ferulic acid ,myo-inositol ,caffeic acid ,elaidic acid ,stearic acid ,L-tryptophan,"3,5-dimethoxy-4-hydroxycinnamic acid",spermidine,D-glucose-6-phosphate,arachidic acid ,serotonin,arbutin ,eicosapentaenoic acid ,adenosine ,Sucrose ,lactose,maltose,Trehalose ,beta-gentiobiose,galactinol
Set_Ndep3,181221_099.D,Set_Ndep,53.5,3,Setaria italica,N_dep,0.15763386,0.013019063,0.029303759,0.882254735,0.029170269,0.034393823,0.017862736,0.001005901,0.23228535,0.07640069,0.505304316,0.197327674,0.533691035,2.87291128,0.038116506,0.196672897,0.027277458,0.013531495,0.505269902,0.013609167,0.022027245,0.148898281,0.001044072,0.249782068,0.079540312,0.099029384,0.007107054,0.056028171,0.005733499,0.021836623,0.018628435,0.184973357,1.65646965,0.160604374,0.516471219,0.16401262,0.083002818,0.039101143,0.014124432,0.001891769,0.020282056,0.727440997,0.038172403,0.044133151,0.00284854,0.065109339,0.017550886,1.791408304,0.500695658,0.006829651,0.005408626,0.019272772,0.350650705,0.008751053,0.423589578,0.092059501,0.005113484,0.028831222,0.400002008,2.152754693,1.6397549,0.03573754,0.000951818,0.057959692,1.638281485,1.099022566,1.640083693,1.061933617,0.019192112,1.262081781,0.013739216,0.024218426,0.013022401,0.339871766,0.079022153,0.005532893,0.002603741,0.126043927,0.024086798,0.079758756,0.036307918,0.052111907,0.003825146,1.932853309,1.932800134,0.008979535,2.712082627,1.910026645,1.187031742,0.228647063,0.228406151,0.420285382
Set_Ndep4,181221_100.D,Set_Ndep,54.5,4,Setaria italica,N_dep,0.434681224,0.035718926,0.043100398,0.387400746,0.043065274,0.091821611,0.022084967,0.003715431,0.36855412,0.215177313,0.461596741,0.153935025,1.455206106,6.537670429,0.047731889,0.153646903,0.061585189,0.025274484,0.45910836,0.025516794,0.044610481,0.380667142,0.002148435,0.410687878,0.281546454,0.777243839,0.045510707,0.437228903,0.017831615,0.072593863,0.050324825,0.136959092,2.253763853,0.520328632,2.94907768,0.301003775,0.098315857,0.016757473,0.045449505,0.007132006,0.063070581,1.950599411,0.105652179,0.110864219,0.01178879,0.066592804,0.050837898,3.344447544,0.478301803,0.007562898,0.009089994,0.027213161,0.176229409,0.022086944,0.614239212,0.218793318,0.008551361,0.081643731,0.158959315,3.911729144,3.722655676,0.058065254,0.022924211,0.100919726,3.722991074,1.036786198,3.723011469,2.068165934,0.034650902,3.495566831,0.013237277,0.061346914,0.031401049,0.233383703,0.206141997,0.008976965,0.004582833,0.084800717,0.022721637,0.204938564,0.043522612,0.148780123,0.15175645,9.541004214,5.610079388,0.017888777,4.239851605,5.637105978,0.902354813,0.107,0.106592313,0.116
Set_Ndep5,181221_101.D,Set_Ndep,54.3,5,Setaria italica,N_dep,0.156251818,0.013210157,0.024654646,0.975908979,0.02465941,0.03217992,0.019553604,0.0010824,0.202191148,0.080336864,0.256376019,0.222166309,0.582117519,2.668432746,0.034385256,0.222238207,0.028356631,0.011677704,0.256448791,0.011731866,0.01794936,0.138266323,0.000775725,0.247360961,0.109573701,0.201898753,0.008246956,0.111767892,0.005719676,0.020553598,0.019842431,0.175697599,1.603504509,0.145131847,0.484781394,0.1629137,0.06942438,0.031971234,0.010641402,0.001703918,0.019965516,0.648765443,0.040667036,0.033788229,0.002961196,0.067328985,0.016957245,1.794103591,0.50462202,0.005797372,0.005502568,0.022154896,0.386524199,0.009269017,0.358489785,0.07658651,0.005083373,0.028149284,0.422784215,2.091009842,1.618424008,0.037540042,0.000806868,0.051594059,1.618621996,1.057426887,1.618316328,1.046029848,0.019287419,1.244748133,0.013048069,0.016830575,0.012147649,0.326117395,0.058805692,0.006871544,0.002106821,0.117922626,0.026292013,0.079600227,0.027152709,0.052540966,0.004192016,1.97449282,1.939821876,0.00962976,2.569239674,1.940988893,1.095792887,0.257,0.257561881,0.391
Set_Pdep1,181221_102.D,Set_Pdep,51.7,1,Setaria italica,P_dep,0.140967806,0.011896893,0.016697118,0.376441976,0.016679875,0.030730146,0.00848443,0.001475425,0.328801872,0.074069088,1.615050373,0.259994103,0.526058941,1.364054475,0.030730664,0.25988162,0.196549769,0.005127792,1.615102561,0.005200585,0.016441307,0.129503305,0.001491453,0.311588275,0.09648083,0.719091091,0.093794594,0.386355665,0.004992525,0.050525347,0.016247066,0.138882225,1.595493687,0.315142873,1.60979044,0.257612872,0.122321373,0.014030034,0.03607632,0.005918763,0.020074129,1.166206657,0.037603025,0.032747017,0.006855574,0.051770268,0.042557756,1.902609252,0.492059102,0.006024052,0.004664047,0.013347824,0.241194971,0.008190074,0.55523899,0.107544086,0.013232442,0.02822753,0.171639644,2.132941628,1.797698035,0.05161018,0.049358649,0.049320415,1.79820542,1.037266871,1.797904464,1.168048234,0.02371807,1.194280616,0.011175556,0.017416904,0.011580489,0.294574728,0.053471221,0.004137476,0.001279751,0.065023492,0.012013708,0.068053392,0.009238113,0.056225511,0.051924907,1.752651853,1.949255852,0.009647152,2.345031733,1.894968966,0.905317619,0.111602786,0.110918351,0.269900039
Set_Pdep2,181221_103.D,Set_Pdep,57.4,2,Setaria italica,P_dep,0.14179687,0.012237783,0.015247397,0.637242121,0.015208158,0.03154724,0.013140961,0.001101543,0.182350072,0.078409822,0.91027395,0.092940807,0.47161805,1.339423635,0.041705893,0.092840336,0.01532193,0.003489314,0.910352164,0.003545754,0.018003907,0.141661791,0.001303946,0.371586997,0.083703125,0.244698647,0.054929343,0.135726777,0.007555702,0.047598509,0.01752792,0.165707262,1.583722618,0.307346822,1.466433568,0.296359586,0.136954712,0.013379427,0.023776869,0.002189024,0.021851349,1.13912823,0.039630061,0.031972781,0.009626118,0.062320728,0.041639857,1.809502681,0.50524064,0.006369765,0.005365339,0.013420914,0.242567146,0.008790221,0.546709654,0.111426957,0.01792961,0.034011814,0.205563023,2.184585779,1.858347424,0.04968363,0.057600321,0.053309376,1.85873635,1.117385497,1.858287466,1.260290141,0.026339848,1.211151156,0.010975362,0.016407448,0.012555169,0.303346635,0.054820701,0.003124573,0.011411582,0.064081001,0.010474406,0.081557083,0.00825839,0.059325444,0.043143884,2.309268808,2.272195023,0.010946525,2.400372386,2.268558343,0.91321829,0.118611412,0.118241601,0.340526818
Set_Pdep3,181221_104.D,Set_Pdep,56.4,3,Setaria italica,P_dep,0.153596377,0.013940195,0.016885793,0.754184076,0.01682567,0.030427334,0.014780862,0.000816904,0.180022073,0.082472746,1.693959281,0.108198922,0.539140038,1.36781418,0.045153775,0.10797872,0.01225755,0.005336704,1.693642152,0.005394577,0.022321227,0.147665416,0.001718258,0.432491623,0.085149648,0.473873337,0.079480072,0.257539207,0.007634508,0.065000278,0.018550996,0.169842407,1.641899746,0.415949884,1.666937452,0.358878644,0.144295162,0.018259098,0.031293235,0.005549287,0.023337498,1.264433163,0.037609908,0.033527339,0.007498478,0.062661632,0.046897236,1.839819908,0.485181388,0.005968906,0.005251268,0.013385428,0.242552306,0.00834255,0.686037958,0.133277295,0.01462442,0.034528599,0.291007977,2.345689703,1.970439394,0.062916503,0.053831383,0.069566921,1.970780831,1.222798841,1.970821134,1.332514836,0.029716562,1.280712527,0.011085869,0.0149494,0.012494666,0.388925103,0.051560034,0.005499487,0.003109051,0.080477955,0.01121297,0.075590699,0.009508121,0.063717907,0.083901574,1.812319149,1.812507282,0.022084955,2.669350341,1.749069374,1.121764793,0.131,0.130583882,0.399
Set_Pdep4,181221_105.D,Set_Pdep,54.5,4,Setaria italica,P_dep,0.14350059,0.013555263,0.016847918,0.629879973,0.016717359,0.031740336,0.012780629,0.001583644,0.36299617,0.088926515,2.094589398,0.272289022,0.483847962,1.421519007,0.041887688,0.272214161,0.31494389,0.004880484,2.094479007,0.004941121,0.022443342,0.159194284,0.002126119,0.482511886,0.090159619,0.936191969,0.134552549,0.561764578,0.008189802,0.066037113,0.019692464,0.209488965,1.844278474,0.384879943,1.675836572,0.33440262,0.157749024,0.015227863,0.04453013,0.006485439,0.02596902,1.282187737,0.040760098,0.037068173,0.008087069,0.05211441,0.048696479,1.885172176,0.474912569,0.0061257,0.005613579,0.016670383,0.326063251,0.009599494,0.613439652,0.119634377,0.01455149,0.040023219,0.406242393,2.008013716,1.824764304,0.069874264,0.055058633,0.060938593,1.821753598,0.875004243,1.821744529,1.22108683,0.022068655,1.291897618,0.01059517,0.014646554,0.012463546,0.435058849,0.050196846,0.004792175,0.003314353,0.087214484,0.009979474,0.094859793,0.008574146,0.07407736,0.052383116,2.053754281,2.054055899,0.022667061,2.752447942,2.00481939,1.175942516,0.121,0.120588582,0.347
Set_Pdep5,181221_106.D,Set_Pdep,55.7,5,Setaria italica,P_dep,0.153297984,0.014438283,0.017776379,0.152192544,0.017769212,0.035568826,0.007394269,0.00105539,0.321436486,0.084387221,1.187047319,0.241531944,0.48804169,1.310615419,0.035698379,0.241403232,0.438230131,0.004195572,1.186963208,0.004266751,0.01736931,0.152322435,0.001618522,0.350894839,0.112248814,0.611106586,0.101250381,0.327676032,0.008225425,0.050194882,0.02038453,0.133863949,1.451105989,0.312959352,1.452983333,0.264702709,0.116191039,0.012649185,0.029197563,0.003242057,0.024037068,1.079983763,0.038507325,0.037606948,0.006584426,0.070554119,0.034610975,1.831393928,0.482712952,0.005669164,0.004872699,0.015425377,0.268984028,0.008340016,0.40991439,0.088229322,0.013905862,0.032643414,0.160564258,2.160520613,1.871909631,0.051890456,0.052092554,0.04920378,1.871528918,1.076965788,1.871482173,1.245456312,0.042165144,1.280961733,0.011325229,0.012831262,0.011584628,0.275908445,0.04126867,0.003741343,0.00320528,0.057156718,0.009100572,0.083362305,0.006863677,0.076595588,0.041343282,2.289529753,2.131931183,0.011071056,2.462500598,2.121384868,0.873667364,0.230853399,0.230837118,0.264791523
Set_FN1,181221_107.D,Set_FN,54.3,1,Setaria italica,FN,0.32583495,0.030931441,0.037066848,0.542601363,0.036877884,0.088738423,0.018713808,0.004105837,0.513568342,0.196234679,1.140999116,0.238460415,1.184867673,5.118052723,0.040057664,0.238179092,0.140050069,0.018482596,1.139111177,0.018505558,0.036007395,0.287846527,0.002749295,0.397976991,0.221011148,0.985435594,0.054952148,0.529797392,0.016844564,0.064954516,0.052213935,0.098774777,1.737816877,0.3634458,2.779940985,0.274642805,0.065541719,0.013900082,0.051500141,0.008812701,0.057177191,1.80493493,0.085586856,0.096701721,0.014399997,0.060353708,0.046993707,3.020099311,0.476696304,0.006649978,0.011586246,0.015430951,0.188480887,0.020604038,0.41641022,0.16655084,0.008503668,0.080317336,0.132611883,3.271825697,2.934417414,0.057112307,0.021900671,0.075820996,2.934195616,0.866016104,2.934864575,1.469712047,0.026466091,2.881977374,0.014461549,0.024881932,0.025036444,0.214046647,0.094194374,0.008805004,0.006903007,0.053375924,0.014208762,0.25719071,0.028594538,0.179222083,0.111038622,8.067196393,4.612115485,0.01301056,3.730590073,4.608182618,0.961838589,0.106675416,0.105670633,0.082619857
Set_FN2,181221_108.D,Set_FN,55.7,2,Setaria italica,FN,0.315706052,0.028806649,0.03330231,0.514642386,0.03332903,0.077232396,0.021221937,0.003793201,0.591989337,0.200020936,1.004320802,0.291836074,1.473956936,5.330714322,0.037645552,0.292082114,0.262864051,0.017739442,1.003654709,0.017634682,0.038777804,0.335092757,0.002364298,0.372522955,0.225175968,1.432726006,0.04359234,0.763900249,0.015878687,0.070012549,0.048891876,0.103526701,1.835331362,0.356694608,2.793729409,0.30009015,0.088602366,0.015260219,0.047443175,0.00875852,0.053259615,1.778244867,0.086544737,0.10371567,0.015132198,0.057890418,0.048843359,3.094615902,0.467547993,0.006461036,0.012309937,0.016487062,0.158173606,0.018714271,0.446896998,0.195690874,0.007972061,0.076913004,0.125191697,3.427676539,3.121352171,0.076421671,0.022264674,0.075062927,3.122801871,0.981195271,3.121945532,1.698083935,0.028145704,3.092630199,0.014798705,0.023024507,0.022892809,0.197473607,0.088389417,0.011044788,0.008730782,0.063950799,0.013020972,0.260970356,0.031792489,0.190908434,0.140458916,7.85673645,4.77969593,0.014189817,3.637010683,4.7821579,0.746038223,0.149040958,0.14900434,0.087869815
Set_FN3,181221_109.D,Set_FN,58.3,3,Setaria italica,FN,0.368013879,0.037733694,0.041082573,0.345754814,0.04119223,0.085300025,0.020866425,0.003445283,0.588792283,0.219114519,0.740423266,0.285067273,2.27648855,6.195531143,0.047659489,0.283875133,0.12995213,0.026787796,0.739920069,0.026903577,0.046324468,0.390731777,0.002965411,0.447808902,0.252555192,1.050144952,0.046759626,0.5760021,0.018079265,0.075409662,0.068794486,0.126589341,2.249552108,0.440061485,3.031228975,0.319787146,0.098008723,0.019147335,0.051716572,0.010740346,0.062572089,1.96908641,0.096215815,0.210224509,0.017498286,0.06872397,0.049966155,3.32177028,0.473845151,0.007099612,0.013848138,0.017830983,0.193383639,0.023878266,0.579350979,0.444904126,0.008675167,0.092237078,0.156442185,3.845603623,3.594988219,0.07238175,0.02701673,0.082647838,3.595106419,1.103623388,3.594393928,1.990164141,0.032530288,3.984957303,0.016452527,0.026272622,0.025749445,0.216232299,0.09841198,0.0102949,0.010014963,0.099379419,0.014610424,0.295481315,0.036714336,0.23704684,0.199668645,9.099527265,5.2625076,0.015590259,4.246543894,5.300499135,0.86222054,0.141138436,0.141095121,0.108346003
Set_FN4,181221_110.D,Set_FN,52,4,Setaria italica,FN,0.174332406,0.012777115,0.026211155,0.897174412,0.025872509,0.033483231,0.017700183,0.001285883,0.212967072,0.079981571,0.421285534,0.18658135,0.573629891,2.887804063,0.035272605,0.186884731,0.019920598,0.013253187,0.421093193,0.013303241,0.020273593,0.14661134,0.001483684,0.29656832,0.116080767,0.194190453,0.008662306,0.107281213,0.008611305,0.0220426,0.018765378,0.176198571,1.676193319,0.158779656,0.535167847,0.156819348,0.080962967,0.033917206,0.011595938,0.002469289,0.020469598,0.660465309,0.040225315,0.059897554,0.002750389,0.063473524,0.016065216,1.83423478,0.496087428,0.005859834,0.004232125,0.018022285,0.384123576,0.007602902,0.345932462,0.117274401,0.006279044,0.032532424,0.441160684,2.132683081,1.585614773,0.035039162,0.000871064,0.054431398,1.58473129,1.04415437,1.584523254,0.992611052,0.018250279,1.34008807,0.014493125,0.008477399,0.011807859,0.340954118,0.030536321,0.005300211,0.00387542,0.129489009,0.022260148,0.113420394,0.03092581,0.078241721,0.004806251,1.927206458,1.878759535,0.009015326,2.670573279,1.763723638,1.09739256,0.156089059,0.156072922,0.348723196
Set_FN5,181221_111.D,Set_FN,56.3,5,Setaria italica,FN,0.341187506,0.031685753,0.036331663,2.283227681,0.036163593,0.072722486,0.045865686,0.003031228,0.458583886,0.198538652,0.722255812,0.200175164,1.530946641,6.331214405,0.035956701,0.200649038,0.135816156,0.024324558,0.722994708,0.02436578,0.044784608,0.325608188,0.00271805,0.415964666,0.215664575,0.693660424,0.034093145,0.400089065,0.016867287,0.079399633,0.04808928,0.113372003,2.041186563,0.376580076,2.899902278,0.312487788,0.092855261,0.016471232,0.046605744,0.008523406,0.056610284,1.815369355,0.086182195,0.122409225,0.019704081,0.061111006,0.046648976,3.326711815,0.489141535,0.007178803,0.013537141,0.024446922,0.175525827,0.019052825,0.470552621,0.243076661,0.008393847,0.079987772,0.146298504,3.785071119,3.396214587,0.04857321,0.024696761,0.065363673,3.408230804,1.029222135,3.402896978,1.765408206,0.03228073,3.414207959,0.01573911,0.018752487,0.024487028,0.225133654,0.078996604,0.010991998,0.00365654,0.045439502,0.016140551,0.262133418,0.040691697,0.192667094,0.120478694,9.044499993,5.120295952,0.013111553,4.118639757,3.860209727,0.904373785,0.173529957,0.175764065,0.086231586
