Sample,Rawname,Condition,FW_mg,Rep,Species,Treatment,2-hydroxypyridine ,Pyruvic acid ,L-alanine,acetohydroxamic acid ,oxalic acid ,3-hydroxypyridine ,heptanoic acid ,L-mimosine,L-valine,benzoic acid ,ethanolamine ,L-leucine,glycerol ,phosphoric acid ,nicotinic acid ,L-Isoleucine,L-proline,maleic acid ,glycine ,succinic acid ,glyceric acid ,glyoxylic acid ,itaconic acid ,fumaric acid ,pelargonic acid (nonanoic acid) ,L-serine,beta-cyano-L-alanine ,L-threonine,benzoquinone ,Beta- alanine,capric acid ,L-homoserine,D-malic acid ,"5,6-dihydrouracil",aspartic acid,gamma-aminobutyric acid (GABA),threonic acid ,alpha ketoglutaric acid ,L-glutamine,Antiarol ,"benzene-1,2,4-triol ",L-glutamic acid,4-hydroxybenzoic acid ,lauric acid ,"1,3-diaminopropane",xylose,L-asparagine,ribose ,"1,6-anhydro-glucose ",trans-aconitic acid ,4-hydroxy-3-methoxybenzoic acid ,glycerol 1-phosphate ,shikimic acid ,"3,4-dihydroxybenzoic acid ",citric acid ,myristic acid ,dehydroascorbic acid,adenine,quinic acid ,fructose,D-glucose,L-lysine,allantoin,4-hydroxycinnamic acid ,D-mannose,tyrosine,D-mannitol ,sedoheptulose anhydride monohydrate ,pantothenic acid,palmitic acid ,D-saccharic acid ,"3,4 dihydroxyphenylalanine (DOPA)",ferulic acid ,myo-inositol ,caffeic acid ,elaidic acid ,stearic acid ,L-tryptophan,"3,5-dimethoxy-4-hydroxycinnamic acid",spermidine,D-glucose-6-phosphate,arachidic acid ,serotonin,arbutin ,eicosapentaenoic acid ,adenosine ,Sucrose ,lactose,maltose,Trehalose ,beta-gentiobiose,galactinol
Pas_FN1,181221_073.D,Pas_FN,55.2,1,Paspalum vaginatum,FN,0.232470971,0.013621215,0.02339169,0.647717712,0.023391025,0.046692346,0.013052672,0.002417887,0.355524113,0.069143444,0.891683626,0.199533293,0.57511299,2.764060656,0.014662085,0.20082925,1.109622767,0.009098874,0.896028525,0.009082114,0.073368482,0.160973882,0.000862321,0.146152587,0.09092263,1.16510767,0.071000697,0.668094192,0.005766365,0.036854221,0.017863944,0.084559184,1.396265043,0.169097977,1.773496216,0.305910287,0.045851729,0.035935356,0.033709595,0.002908776,0.017423818,1.403589767,0.029958274,0.026923848,0.014331863,0.289939337,0.067638468,2.33295955,0.464258812,0.006714763,0.003952975,0.025101699,0.141416738,0.020271623,1.27670473,0.270318858,0.022227547,0.040182332,0.548717063,2.822093965,1.137809812,0.053442616,0.040542367,0.08864382,1.137898552,1.406655994,1.138041129,0.531524682,0.010655519,1.299946941,0.019818404,1.256154936,0.021532987,0.334946677,1.772875419,0.009177428,0.003500233,0.208711025,0.007439057,0.102982289,0.091350414,0.035102929,0.001219841,2.69485863,2.695001759,0.013387461,3.591931909,2.694499372,1.823437005,0.149,0.148701908,0.27
Pas_FN2,181221_074.D,Pas_FN,61.9,2,Paspalum vaginatum,FN,0.249665034,0.013898297,0.02110714,0.590152983,0.021088392,0.047609412,0.011913836,0.000960698,0.216923296,0.082348789,0.365504687,0.029901079,0.811409389,2.76904,0.022881162,0.029818537,0.00838586,0.01383056,0.365258324,0.013871458,0.148001031,0.229989198,0.001402991,0.201888905,0.111543172,0.106731487,0.014940623,0.05897167,0.005478466,0.035614081,0.019747065,0.122303465,1.405973367,0.139454735,1.628552957,0.389379188,0.088059865,0.047265847,0.031348966,0.003579363,0.019800148,1.417780711,0.035395723,0.028508973,0.016887891,1.02811835,0.097139043,1.842489789,0.479208051,0.005828928,0.00516947,0.03200127,0.172197236,0.024678882,1.408962906,0.352403468,0.024171465,0.058563817,0.655978258,2.851679539,1.4609467,0.064899528,0.043256708,0.10393603,1.460722349,1.535780782,1.462033189,0.839381345,0.016855222,1.390846048,0.025448169,1.35158088,0.023455006,0.45943365,1.895220483,0.010225762,0.005056321,0.336035016,0.008531464,0.10089801,0.082071982,0.036818008,0.001967257,0.495295876,2.998144564,0.019900867,3.820178015,1.730442123,1.977652506,0.210010495,0.211615482,0.287534456
Pas_FN3,181221_075.D,Pas_FN,62.5,3,Paspalum vaginatum,FN,0.286120483,0.015752735,0.024429535,0.768394932,0.024331044,0.054017098,0.015671249,0.001014419,0.447417712,0.080248681,0.876311804,0.25125088,0.676035088,3.016977229,0.015064351,0.251480674,1.657936077,0.008217541,0.87636769,0.008279601,0.112096342,0.159610678,0.001290205,0.139163253,0.106859062,1.303089211,0.057719967,0.695047394,0.010440513,0.045815473,0.022085713,0.12100508,1.824825873,0.179451221,2.237821482,0.386717034,0.063690432,0.043542117,0.042714231,0.003532436,0.021596209,1.747451754,0.022032429,0.028425536,0.014911515,1.121066335,0.062829287,2.263407663,0.475652705,0.008337394,0.010195451,0.034708663,0.161576283,0.025792892,1.560954901,0.350409484,0.026010325,0.057906087,0.660428631,3.649590602,1.536369455,0.067792209,0.052730383,0.099978475,1.536062001,1.761154158,1.53652577,0.744851012,0.015275034,1.493403984,0.026206533,1.313104941,0.021145848,0.393036277,1.8706395,0.007989383,0.005498252,0.3087472,0.009031717,0.113074991,0.12425469,0.03930839,0.001497488,2.998437275,0.713777661,0.016262061,4.081242293,0.713799103,2.095920262,0.519918248,0.519900138,0.25267549
Pas_FN4,181221_076.D,Pas_FN,59.4,4,Paspalum vaginatum,FN,0.258644228,0.013665493,0.020061094,0.707234859,0.0200676,0.049587216,0.014008047,0.001016838,0.371161588,0.072193952,0.912603151,0.223839013,0.586551556,2.588829287,0.013110882,0.223572004,1.282650057,0.007828654,0.91290046,0.007861774,0.080095416,0.144301268,0.000806917,0.142686282,0.098805145,1.144855821,0.064816381,0.630159479,0.005118593,0.036563722,0.015597594,0.092434367,1.498324262,0.165499132,1.947229179,0.315227941,0.05229822,0.034802229,0.033687806,0.002324275,0.017427957,1.521011618,0.028473329,0.022737131,0.015456871,0.507745708,0.06636277,2.055824473,0.476040764,0.008814138,0.006158821,0.027562559,0.140101324,0.020553181,1.350044514,0.292964697,0.022810144,0.043035758,0.562049982,3.000494271,1.284498644,0.056813454,0.046323313,0.090094557,1.284542969,1.463845151,1.284534329,0.608043406,0.011405401,1.312715567,0.022081906,1.089560727,0.018972552,0.33648885,1.694423178,0.007849984,0.00444424,0.244366644,0.008279602,0.093686857,0.09954478,0.034911514,0.001575002,2.965989406,2.90151198,0.015696972,3.747665492,1.517296012,1.949241732,0.15703736,0.157264545,0.28058478
Pas_FN5,181221_077.D,Pas_FN,53.5,5,Paspalum vaginatum,FN,0.173886624,0.016684102,0.019405045,1.008484745,0.019513457,0.041231171,0.019788283,0.001353946,0.135103358,0.064706481,0.42654966,0.095379595,0.451377201,2.232455351,0.015901301,0.095366391,0.066835142,0.006567638,0.426737209,0.006544458,0.010392447,0.160684541,0.000934952,0.091257165,0.073931241,0.460557004,0.049954173,0.256178922,0.008104702,0.009655902,0.018022464,0.044381591,0.738890757,0.166366852,1.269934225,0.057282906,0.021063395,0.018737475,0.012138172,0.00272425,0.016314334,0.751697974,0.027926182,0.02317618,0.004851216,0.022423685,0.036762703,2.061829747,0.45987587,0.005795607,0.00369306,0.011479293,0.090002463,0.01239023,0.946912357,0.169482623,0.010041523,0.026207085,0.271159087,2.7401233,0.873934546,0.0487604,0.016027484,0.057866393,0.870904299,1.381949002,0.871122866,0.343696335,0.006538652,1.264377569,0.012707699,1.124511269,0.015015159,0.166857531,1.519773951,0.006059187,0.011945122,0.084653994,0.006403018,0.110147157,0.033945449,0.030338638,0.00091406,2.398543619,2.39920513,0.008222991,2.412284342,2.35457338,0.805134277,0.073023625,0.073006721,0.088805006
Uro_Ndep1,181221_080.D,Uro_Ndep,52.5,1,Urochola fusca,N_dep,0.141766162,0.012844833,0.025124824,1.17072368,0.025114675,0.036835096,0.026416144,0.001290295,0.372495399,0.080767334,0.59054071,0.31270639,0.572087953,1.694278206,0.023919642,0.312673516,0.062186051,0.016879738,0.590392125,0.016915762,0.009616531,0.156279581,0.000942289,0.133053306,0.095776476,0.378364477,0.007767544,0.206864676,0.008736006,0.031538652,0.018721702,0.144640015,1.482408136,0.170720872,0.649795226,0.118217709,0.014931353,0.035647845,0.023720565,0.001945294,0.018075421,1.078485845,0.045455727,0.028645099,0.004018194,0.113420999,0.030520098,1.834480799,0.495629638,0.006383395,0.00577766,0.206816539,1.824016774,0.013967238,0.855168165,0.150449708,0.005859834,0.03639774,1.756423369,2.24238343,2.088059174,0.089486841,0.000964381,0.068019247,2.08741773,1.140266529,2.086798806,1.422466064,0.03125503,1.31777969,0.02560188,0.257187878,0.014088979,0.506976429,0.749067745,0.004068894,0.003734586,0.155436727,0.008105528,0.106094692,0.063235177,0.036574888,0.017632416,2.233913121,2.20468211,0.025199866,2.991752044,1.143001401,1.400406356,0.375769058,0.375625922,1.291246999
Uro_Ndep2,181221_081.D,Uro_Ndep,57,2,Urochola fusca,N_dep,0.143958767,0.013155475,0.02568191,1.315324236,0.02565749,0.032173965,0.032708686,0.001278979,0.46567352,0.079209144,0.69242639,0.692995918,0.647932678,3.736711892,0.016255043,0.69267354,0.276769564,0.016741888,0.692142317,0.016840434,0.010429345,0.140708785,0.0010942,0.121403773,0.086792817,0.959809381,0.010875658,0.537119696,0.006724198,0.034891623,0.018112957,0.144795575,1.796035248,0.175595396,0.730743035,0.143197788,0.016204837,0.038041345,0.029288018,0.001672634,0.018375091,1.214000352,0.042413613,0.04427127,0.004703578,0.12972229,0.034860522,1.979824768,0.481881248,0.006182793,0.003680887,0.2353103,2.074229716,0.012257293,0.975601303,0.176983028,0.006869306,0.041060607,1.928792396,2.452546665,2.285271847,0.128623913,0.001158088,0.07105729,2.284166954,1.212071326,2.284216036,1.45855619,0.035040501,1.316431958,0.029982169,0.184330839,0.014392706,0.533994164,0.533856902,0.004713092,0.004208037,0.20063452,0.008628017,0.088834686,0.081355095,0.039712364,0.022182598,0.46262177,2.062892323,0.05705541,3.137128285,2.029251822,1.490013424,0.486102529,0.486086369,1.45592529
Uro_Ndep3,181221_082.D,Uro_Ndep,56,3,Urochola fusca,N_dep,0.623945001,0.070712171,0.140547821,5.852316397,0.140119534,0.157333205,0.123215671,0.007657538,0.747578207,0.389847051,0.699166619,0.632690804,2.164619204,12.5551738,0.083832287,0.63244911,0.1676228,0.04226579,0.698400215,0.042171799,0.017914272,0.809928193,0.003746345,0.317137821,0.557329102,0.984604507,0.043632838,0.556830593,0.033306467,0.042843162,0.111115728,0.241737595,4.141272199,0.901251401,1.245433052,0.169502584,0.027637823,0.033313849,0.045032981,0.00894584,0.09627292,1.669325045,0.193753266,0.163371986,0.015326218,0.178302789,0.047668607,4.125851558,0.477492715,0.00603063,0.026565035,0.295027622,5.561973117,0.054979524,1.624572972,0.348105616,0.010084122,0.145332414,5.014712867,6.116503896,5.09917407,0.226284964,0.005048718,0.250024961,5.099907659,1.199587358,5.098251733,1.981060472,0.034138654,6.949148988,0.05617508,0.662629112,0.060935136,0.827054051,2.140351111,0.019723859,0.009978284,0.373815506,0.033196755,0.660145444,0.123133945,0.188949044,0.044551984,12.98684165,13.00441784,0.091155933,13.29289058,13.01008456,4.760687299,1.57,0.862208176,3.18
Uro_Ndep4,181221_083.D,Uro_Ndep,52.1,4,Urochola fusca,N_dep,0.130115851,0.011870579,0.023911316,1.125836309,0.023950595,0.035124674,0.025458908,0.001633255,0.490723562,0.07409086,0.449493239,0.620588006,0.586894022,1.711984709,0.018999649,0.620670243,0.206229793,0.018222045,0.449436792,0.018275236,0.010386652,0.146031085,0.001036054,0.166255526,0.097965058,0.822791243,0.018185221,0.463546357,0.008488702,0.03499116,0.016145101,0.138822416,1.513016465,0.152091125,0.711690957,0.136993881,0.013635286,0.03209042,0.035377619,0.001111371,0.027322077,1.096196661,0.036735475,0.032687136,0.004727033,0.109032969,0.0325312,1.82723984,0.492011718,0.006091541,0.004361989,0.217772012,1.857189951,0.010815984,0.789678511,0.135903862,0.006140115,0.034490282,1.75124145,2.156071458,1.999020396,0.08868407,0.001409906,0.064251096,1.998152538,1.07515908,1.998071915,1.339690323,0.02836591,1.254406891,0.028655142,0.111554642,0.013397641,0.469712683,0.315503117,0.003992232,0.003455777,0.171831771,0.00835937,0.113791349,0.070717341,0.03958543,0.020325818,2.034482495,2.029653672,0.039261609,2.989686552,1.75999864,1.376367134,0.348293657,0.351990202,1.343812618
Uro_Ndep5,181221_084.D,Uro_Ndep,54.8,5,Urochola fusca,N_dep,0.12888787,0.012889475,0.025468442,0.972014714,0.025465721,0.03069967,0.021014996,0.00188729,0.561546525,0.077698268,0.653224968,0.773327847,0.600301369,3.079100368,0.025883382,0.773347653,0.262720938,0.01535406,0.646151021,0.015471588,0.011978407,0.17867374,0.0010719,0.164867686,0.094946091,0.816272568,0.012703074,0.480422965,0.008739653,0.043817283,0.018840563,0.164721805,1.620682567,0.154071624,0.847824879,0.163871501,0.0226348,0.038061867,0.04033844,0.001928328,0.023631985,1.24555283,0.040113108,0.026788344,0.005687757,0.138395442,0.042766206,1.811170848,0.497962096,0.005748077,0.004702236,0.289031223,2.011995122,0.01024812,0.836429385,0.150594294,0.010849188,0.039263823,1.798946571,2.502891158,2.414195398,0.113846789,0.002485164,0.072603209,2.414673686,1.34165306,2.414784683,1.707423607,0.049633506,1.258955611,0.026607806,0.09077986,0.013466328,0.562687743,0.26727928,0.004454423,0.012664131,0.198278301,0.008008833,0.105300974,0.092205885,0.037379621,0.02101824,0.412763201,2.410961085,0.088349917,3.086413851,2.373197891,1.452872273,0.588468072,0.591732766,1.493504612
Uro_Pdep1,181221_085.D,Uro_Pdep,52.1,1,Urochola fusca,P_dep,0.13477332,0.01277957,0.015450639,0.326157362,0.015456175,0.031718529,0.008182227,0.001245688,0.541151736,0.077264807,0.503540806,0.308564836,0.539685718,1.51566241,0.016740579,0.308477223,0.13221839,0.004934264,0.502305407,0.004978359,0.007119506,0.154176266,0.000924109,0.171389957,0.09791275,0.853097506,0.066190233,0.507730507,0.007496117,0.084589339,0.018264258,0.101279786,1.237117581,0.176246815,1.362836016,0.252775935,0.034982396,0.010020985,0.03863702,0.003766074,0.021485865,1.104460113,0.039495261,0.024918897,0.00541486,0.066760153,0.038225034,1.798126,0.494794196,0.005986511,0.004741295,0.159693046,1.598158392,0.009198587,0.701706302,0.125563341,0.02028689,0.03273813,1.221316168,1.278547301,1.598343437,0.077617744,0.041110606,0.062983394,1.597873588,0.306969975,1.596935655,1.015018546,0.0176829,1.226344102,0.014721639,0.077236622,0.0116936,0.255603283,0.241687159,0.004680931,0.000703981,0.116755904,0.006031378,0.084973408,0.009200079,0.040330674,0.016190016,2.354061304,2.325150351,0.035196785,2.292439183,2.326905659,0.804215833,0.357,0.150232587,0.484
Uro_Pdep2,181221_086.D,Uro_Pdep,57.8,2,Urochola fusca,P_dep,0.168070878,0.013030842,0.013744546,0.131241583,0.013723431,0.039246161,0.008972504,0.001175061,0.663527457,0.080276419,0.815913335,0.394281542,0.573067862,1.665906126,0.023273318,0.394199317,0.120949213,0.00646219,0.815878151,0.006526699,0.010302963,0.176033142,0.001070873,0.225710008,0.105451096,0.976341262,0.074533087,0.638377709,0.00915591,0.139969948,0.020481164,0.140948988,1.457632691,0.232518623,1.653804043,0.397528184,0.049753395,0.015481679,0.065442618,0.005050263,0.022921763,1.316579752,0.041628099,0.028593391,0.007308607,0.124395537,0.059802822,1.862395734,0.501881321,0.005770404,0.004494412,0.257369383,1.992226107,0.012088109,1.000484768,0.186498065,0.032870451,0.04307968,1.523918716,1.674345957,2.018411336,0.095414298,0.060032372,0.080113414,2.019861269,0.577430503,2.018118879,1.364635506,0.030478062,1.310696187,0.02286313,0.077033438,0.014240607,0.505312794,0.230660984,0.003343866,0.002920779,0.16017184,0.007666319,0.07577784,0.012723643,0.048308583,0.02984031,1.791668691,1.791853583,0.051878202,2.597499908,2.332154487,2.629305752,2.34,2.350337212,0.819
Uro_Pdep3,181221_087.D,Uro_Pdep,53,3,Urochola fusca,P_dep,0.160785414,0.012512527,0.013175674,0.253868958,0.013143899,0.032931285,0.007215675,0.001000816,0.762977924,0.077150271,0.831018792,0.466472277,0.438308405,1.569998408,0.021344715,0.466379591,0.232369557,0.004771084,0.831258097,0.004861319,0.009919922,0.163847433,0.00102039,0.217634599,0.084632666,1.083527218,0.098982812,0.729710039,0.007087975,0.113582512,0.025799542,0.12837448,1.424485748,0.215315682,1.599205307,0.3550466,0.043333601,0.01254444,0.053966917,0.004927833,0.023101716,1.286512791,0.041446855,0.038939659,0.00638849,0.104591588,0.050216794,1.860318761,0.485807001,0.006274178,0.004761461,0.206110338,1.862886435,0.010939945,0.90654577,0.163809963,0.029688474,0.039029179,1.447946265,1.523202466,1.906992151,0.104202497,0.056087243,0.072866741,1.907006562,0.45502843,1.906712526,1.287330815,0.025268085,1.358089218,0.020890738,0.065379713,0.013744305,0.441783554,0.204872396,0.003307433,0.001773463,0.167103509,0.006661552,0.072007403,0.010503108,0.047412178,0.042818536,1.981909796,2.007445477,0.050007168,2.51041719,1.95455968,0.978912709,0.487298715,0.196437701,0.642822795
Uro_Pdep4,181221_088.D,Uro_Pdep,50.7,4,Urochola fusca,P_dep,0.162133886,0.013203141,0.012768268,0.569725345,0.012782713,0.029445046,0.011696996,0.00067995,0.365988948,0.084631245,0.506221358,0.148284189,0.525272308,1.596370303,0.021623119,0.148359058,0.009430476,0.004560969,0.505951981,0.004606643,0.00968971,0.167753718,0.001074829,0.236689247,0.102332926,0.358154124,0.03735288,0.196773533,0.00865066,0.146553366,0.020960484,0.132232962,1.40581388,0.19909359,1.672160808,0.308276343,0.052433428,0.015090742,0.04593848,0.004925421,0.022282084,1.281176742,0.038180211,0.031804046,0.005682158,0.107886944,0.048578854,1.844913363,0.495141466,0.005863728,0.006204664,0.251401472,1.936474491,0.010605931,0.875310477,0.154530572,0.028505663,0.044682942,1.429611194,1.466491849,1.839482764,0.099077143,0.05215692,0.074903793,1.84029775,0.423232116,1.839698046,1.223674532,0.023502387,1.285048788,0.019640912,0.052224378,0.012758802,0.48461626,0.172758616,0.004597152,0.011878222,0.157074616,0.006339929,0.073281686,0.010304408,0.042931467,0.022021701,0.617019589,1.97866693,0.056986845,2.489161058,1.965584823,0.946741647,0.450442073,0.229690359,0.651267621
Uro_Pdep5,181221_089.D,Uro_Pdep,54.2,5,Urochola fusca,P_dep,0.164970165,0.012986482,0.012827476,0.345162184,0.012812092,0.037778881,0.008537348,0.000928658,0.783288075,0.083066312,0.918007354,0.457391458,0.506879631,1.671670265,0.019796344,0.458972913,0.208435404,0.005134113,0.917470483,0.005125426,0.009925672,0.158232724,0.001196258,0.229353892,0.084681778,1.120126265,0.074663553,0.702964753,0.008515925,0.126529019,0.01862298,0.11529628,1.563079981,0.181041071,1.763327068,0.359112486,0.047919214,0.013493112,0.054536136,0.00442795,0.023105017,1.34456033,0.042040467,0.031511349,0.006660305,0.113522365,0.047685309,1.957896778,0.481942747,0.006152847,0.006097095,0.227458711,1.996672025,0.01077781,0.973201652,0.175290332,0.030792,0.046013984,1.521655708,1.649064859,1.98789378,0.093938415,0.061131208,0.074437833,1.987951737,0.516420675,1.986846976,1.311723042,0.026476741,1.255504622,0.022130406,0.048193972,0.014167595,0.517959711,0.165361574,0.004013655,0.003231661,0.160791839,0.006456501,0.073759665,0.010107242,0.044677262,0.030118228,1.928429597,1.868940426,0.067176037,2.590060912,1.885748794,1.019844104,0.601,0.299591391,0.709
Uro_FN1,181221_090.D,Uro_FN,53,1,Urochola fusca,FN,0.170200825,0.012336744,0.017178859,0.150692653,0.0171527,0.040350223,0.009089396,0.00126706,0.828705555,0.077681863,0.927748221,0.393948126,0.638928989,2.567525085,0.02390139,0.393752381,0.263775001,0.010611418,0.927522044,0.010676562,0.015825365,0.151370374,0.000837411,0.228680074,0.115344698,1.178134516,0.071414218,0.876746422,0.010434311,0.155889276,0.025263194,0.093068653,1.273674894,0.206412017,1.901539873,0.608712535,0.058139087,0.027961488,0.087928399,0.004159489,0.023667333,1.662552432,0.04400672,0.034788808,0.009836601,0.043511354,0.076191411,1.851795537,0.483955621,0.006126545,0.005246554,0.205097527,1.877082093,0.012220477,0.530599851,0.098754726,0.008979819,0.060079986,1.271481072,1.174911175,1.517285011,0.104557939,0.020694352,0.050889811,1.517316516,0.354447473,1.515322714,0.914482902,0.015626138,1.354902897,0.022181001,0.052073934,0.014410667,0.467873378,0.147112081,0.005594197,0.005679427,0.122204867,0.007565952,0.101073514,0.03299442,0.060262859,0.020108684,1.998038637,2.034748186,0.047652317,2.359349142,2.022743468,0.749139128,0.698437091,0.415609366,0.504717295
Uro_FN2,181221_091.D,Uro_FN,52,2,Urochola fusca,FN,0.168003349,0.013427651,0.015971071,0.599008743,0.01589393,0.036422368,0.011972845,0.000794422,0.67741826,0.067334413,1.088920322,0.325021026,0.622646738,2.768439148,0.0127719,0.325034574,0.226719557,0.010483101,1.084337243,0.010587939,0.014448609,0.131015449,0.0010307,0.201341684,0.082175812,1.219800318,0.05621743,0.752297092,0.009148978,0.144736041,0.022269313,0.061803091,1.092718472,0.168002238,2.131177007,0.67123536,0.056544109,0.009183004,0.069871065,0.004366724,0.022399534,1.698321119,0.037860907,0.031701032,0.00710576,0.121760449,0.0653028,1.984700805,0.474365868,0.006736373,0.004822994,0.180187746,1.83435607,0.010939814,0.39111573,0.07150634,0.0078472,0.056134264,1.190090235,1.196435132,1.606956457,0.106719543,0.01829033,0.046622888,1.609211231,0.319457721,1.609264422,0.988916388,0.01569181,1.284359977,0.022081794,0.039961175,0.011893444,0.453657356,0.126890986,0.003619863,0.002405685,0.109908339,0.006984869,0.093163951,0.025315605,0.051528975,0.015005327,2.297715924,2.250001693,0.043781294,2.312061072,2.262676714,0.776624543,0.737,0.437592349,0.489
Uro_FN3,181221_092.D,Uro_FN,53.1,3,Urochola fusca,FN,0.171361329,0.013591137,0.015325002,0.252219405,0.015306684,0.037398806,0.007867173,0.001041391,0.8378415,0.070126426,0.844838133,0.387342712,0.551384053,2.850734426,0.023673788,0.387567048,0.277229224,0.012275558,0.844681915,0.012325139,0.01406386,0.150718343,0.000926975,0.221044868,0.085089672,1.218238758,0.068206619,0.868175847,0.008381277,0.158620626,0.028957238,0.076898097,1.136641931,0.199832026,1.935514746,0.666069092,0.063142402,0.010446308,0.090639876,0.005615371,0.023526224,1.592201309,0.041013353,0.033586432,0.008787248,0.106432765,0.072982734,1.850017372,0.484249847,0.006393977,0.004793323,0.18971464,1.776540967,0.010592368,0.437180442,0.07972145,0.008352171,0.053482175,1.238163263,1.315311592,1.611624001,0.108686423,0.018966743,0.047111451,1.611632388,0.394797729,1.610758978,1.022200835,0.016724826,1.288116928,0.02332638,0.036135418,0.011995613,0.399969126,0.119051047,0.004160487,0.001271571,0.107327684,0.007071055,0.104801071,0.02990461,0.052848684,0.018336839,1.857610749,1.876208588,0.044133502,2.361124871,1.856322809,0.779344265,0.88,0.567871745,0.563
Uro_FN4,181221_093.D,Uro_FN,50.4,4,Urochola fusca,FN,0.162589709,0.013552797,0.015740772,0.198406727,0.015672431,0.036864446,0.007500553,0.001560787,0.849678611,0.06865544,0.510468415,0.388429872,0.486026862,2.626704522,0.022848931,0.388359426,0.254503879,0.010910813,0.509865646,0.010972191,0.013436811,0.152833713,0.000756083,0.208885713,0.098421475,1.130115085,0.062691218,0.790137986,0.009050671,0.164348309,0.028717592,0.0801845,1.17442862,0.17788549,1.916889194,0.666514288,0.066503786,0.0129544,0.096044513,0.004392458,0.023498116,1.562898975,0.039744952,0.028794235,0.01066972,0.129122975,0.072031811,1.813307413,0.487862578,0.007065062,0.005458936,0.244510616,1.920503466,0.01011709,0.447824746,0.080348715,0.008176087,0.162593051,1.238608203,1.206668926,1.794287391,0.107514377,0.019177876,0.049533674,1.792760228,0.337162866,1.793608752,1.187571582,0.021421128,1.311991427,0.019671924,0.031882297,0.011683972,0.297742775,0.107739627,0.003811899,0.002568334,0.109922139,0.007510072,0.099611116,0.036673957,0.05290605,0.0202576,2.215414106,2.097352847,0.120277553,2.351018271,2.179914865,0.788102495,0.876875357,0.432588761,0.457113327
Uro_FN5,181221_094.D,Uro_FN,53.5,5,Urochola fusca,FN,0.164721061,0.015014488,0.01573672,0.280832818,0.015727114,0.033490894,0.008662797,0.001328441,0.789215131,0.066719532,0.679333834,0.343344196,0.545660436,2.787946442,0.021804929,0.343337799,0.228635749,0.012469133,0.678914698,0.012511258,0.012908699,0.157000301,0.001007939,0.207769329,0.094267075,1.117387172,0.051517965,0.725772179,0.008858367,0.148698265,0.025256266,0.074935308,1.166137409,0.160795009,1.939736501,0.629860428,0.061292827,0.011351377,0.076044005,0.004243405,0.024867463,1.565378874,0.041055873,0.028497206,0.00955403,0.121275934,0.066325325,1.898441022,0.485657968,0.00684707,0.00362754,0.193654286,1.828389671,0.010840387,0.43872759,0.076179545,0.007410645,0.07148729,1.211374895,1.228550634,1.745184834,0.100926909,0.019588227,0.043156828,1.745392358,0.313569249,1.747105456,1.152770647,0.021557962,1.293529406,0.023173315,0.029255029,0.012640467,0.335634442,0.09492008,0.004634987,0.002779231,0.100801947,0.006855996,0.097855655,0.028516837,0.058412618,0.014316356,2.249267555,2.193907021,0.08498182,2.309985458,2.221962567,0.737840772,0.712,0.466946574,0.451
Set_Ndep1,181221_097.D,Set_Ndep,52.9,1,Setaria italica,N_dep,0.171899768,0.013082737,0.024922416,0.289389535,0.024828465,0.033151305,0.007586345,0.001059874,0.214864069,0.075358977,2.907912795,0.359458919,0.583172295,2.688550391,0.041662416,0.359523709,0.081995052,0.012484383,2.906835203,0.012528696,0.018950553,0.132830693,0.004211648,0.220833808,0.086263593,0.331774376,0.011353393,0.183028678,0.006416546,0.026535479,0.02009655,0.180258189,1.611142037,0.149828525,0.529355938,0.179428703,0.081552383,0.043668366,0.018554716,0.002534828,0.021192019,0.684765908,0.042893301,0.027411824,0.00346755,0.065629785,0.017447737,1.778423842,0.516786925,0.006129219,0.004942809,0.023805713,0.455950465,0.009184559,0.457120348,0.098906187,0.005224885,0.031578519,0.46759973,2.077670852,1.642963564,0.035262237,0.00094173,0.066770613,1.643033321,1.076687387,1.641968594,1.105461518,0.021183274,1.192605881,0.012936379,0.051537712,0.014319092,0.331822201,0.134677858,0.005768808,0.003675322,0.126949678,0.024056103,0.064873427,0.031062845,0.050560134,0.004837759,1.878245971,1.840497236,0.00826891,2.531062624,1.832517257,1.045336245,0.208,0.207502347,0.4
Set_Ndep2,181221_098.D,Set_Ndep,54.8,2,Setaria italica,N_dep,0.174289627,0.011825186,0.026772879,0.778439231,0.026780435,0.032702099,0.014186785,0.002258581,0.256509515,0.076796322,0.716659732,0.405387134,1.00311946,3.055284127,0.039484254,0.405370957,0.122643064,0.017590422,0.714976657,0.017665137,0.020415767,0.138672119,0.000984175,0.270438069,0.096997338,0.550871229,0.013394182,0.298893296,0.00713534,0.022799672,0.02034012,0.190778237,1.691084387,0.165936294,0.593784049,0.168882271,0.084874751,0.034452206,0.018437106,0.001412826,0.022790814,0.752326519,0.042346955,0.05754176,0.002756491,0.070550524,0.01973067,1.81882299,0.505385826,0.005696883,0.004543063,0.021478528,0.341165924,0.009965691,0.400423063,0.12373756,0.005668728,0.030716843,0.448528733,2.108033339,1.638325079,0.046527402,0.000989516,0.060594718,1.638555622,1.057833263,1.638359075,1.0522628,0.01915076,1.389063812,0.014204237,0.03482223,0.014361531,0.339199675,0.10252614,0.005794872,0.004346729,0.139071129,0.024593751,0.076524514,0.036408091,0.064584013,0.00331692,1.939529365,1.886182052,0.008803563,2.597050224,1.890037119,1.101714014,0.198,0.198248816,0.432
